Twitter handle/screen name	Number of followers	Number following	Location	Link	Description	Created_At	Statuses_Count	Favourites_Count	Default_Profile	Default_Profile_Image
StateOfStein	67	1304	New York	https://twitter.com/StateOfStein	Listen in on the most unorthodox conversation in American politics as @_BradleyStein_ and his guests tackle the biggest headlines of the week!	6/9/18 0:11	423	355	TRUE	FALSE
brittmjones93	215	406	"Topeka, KS"	https://twitter.com/brittmjones93	Follower of Christ. Director of Advocacy at @FPAofKansas. Regent University law alum. Chocolate lover. All tweets are my own.	10/15/09 19:37	552	427	FALSE	FALSE
Q09313328	74	4097		https://twitter.com/Q09313328		5/24/17 0:38	129	3	TRUE	TRUE
WorthLoving21	15	222	"Washington, DC"	https://twitter.com/WorthLoving21	FRC Action Office Coordinator	3/7/18 14:15	54	42	TRUE	FALSE
AaronWillDavis	5672	5560		https://twitter.com/AaronWillDavis		8/19/14 19:00	10292	154	FALSE	FALSE
jeff_muntz	78	829	60187	https://twitter.com/jeff_muntz		3/17/12 1:01	62	99	TRUE	FALSE
magamawatrump	7590	7256	"Jackson, MO USA"	https://twitter.com/magamawatrump	God Country Family. Conservative Daughter of Vietnam Vet #Trumpville #TrumpSupporter #ProudChristian #MAGA #QANON #FollowTheWhiteRabbit Followed by Jerome Corsi	1/29/18 12:46	28898	43514	TRUE	FALSE
erinstanner	709	1052	"Sikeston, MO "	https://twitter.com/erinstanner	"Mommy, wife, insurance producer, and piano teacher. Live for the moments you can't put into words."	4/3/09 20:42	4478	10010	FALSE	FALSE
airfr8one	1297	2167	USA	https://twitter.com/airfr8one	On the Trump train and proud of it! MAGA!👊🏻👊🏻👊🏻👊🏻👊🏻⭐️⭐️⭐️⭐️	7/23/16 11:01	8952	5798	TRUE	FALSE
dohrman_adam	297	850	"Sweet Springs, MO"	https://twitter.com/dohrman_adam	"I am a Christian, Husband, and a Farmer. I love College Football, High school sports, and Allis Chalmers tractors."	3/22/15 5:59	2050	26363	TRUE	FALSE
nikkij3387	39	607	United States	https://twitter.com/nikkij3387	Professional Auto Buyer [for Dealerships]. Daughter to the best parents in the universe. Dog Mommy. Lover of Justice & Truth.	4/23/15 1:55	672	1452	FALSE	FALSE
ialouwho	57	689	austin	https://twitter.com/ialouwho	Proudly deplorable.	11/30/09 23:09	5891	10154	TRUE	FALSE
JonnyGart	47	252	"Philadelphia, PA"	https://twitter.com/JonnyGart	"Sports Fan, Alumni of @Harvard_Law and @cornellilr"	3/13/11 2:41	46	42	FALSE	FALSE
WyattPrice15	11	188		https://twitter.com/WyattPrice15	"I am a gamer, I stream on twitch under Haptic_Gaming9, I also have a YouTube channel"	11/3/18 0:07	189	232	TRUE	FALSE
davidbailey0708	99	1318		https://twitter.com/davidbailey0708		7/23/14 2:45	504	2237	TRUE	FALSE
RobinLi1986	26	449		https://twitter.com/RobinLi1986		8/30/16 2:02	10	2	TRUE	TRUE
mamametsfan	277	611	BFE	https://twitter.com/mamametsfan	"❤️ nym & gkr, my country, & those who protect it. proud seminole genx mama bear. talk to the hands. resist the resistance. wildcat 4 life. ❤️ FAITH ABOVE ALL ❤️"	6/8/11 3:14	2104	24309	FALSE	FALSE
MCOtt33	103	487	Washington DC	https://twitter.com/MCOtt33		1/3/11 18:07	483	49	FALSE	FALSE
TBHSchroer64	103	652	"Troy, Missouri"	https://twitter.com/TBHSchroer64	"Christian, Husband, Dad, Uncle, Social Studies Teacher, Assistant Football, Assistant Track and Field at Troy Buchanan HS #Faith #Family #USA #MIZ #TrojanNation"	10/27/13 5:37	1969	9848	TRUE	FALSE
jackiemac1210	55	519	Virginia	https://twitter.com/jackiemac1210	Conservative Grandma	3/20/12 19:14	753	691	TRUE	FALSE
WisdomEkanem12	104	518	"Uyo, Nigeria"	https://twitter.com/WisdomEkanem12	Shy | Techie |Soccer Lover	11/4/18 9:10	1	8	TRUE	FALSE
Ahsan11547455	114	2970	Bangladesh	https://twitter.com/Ahsan11547455	Nature lover.	5/25/18 16:39	38	78	TRUE	FALSE
lonniegibsonjr	158	617	"Arbyrd,MO"	https://twitter.com/lonniegibsonjr	Business Music News Sports Government	3/1/16 9:21	2046	11192	TRUE	FALSE
tiffanyrae_gray	1489	4414		https://twitter.com/tiffanyrae_gray	"Mom, wife, teacher, lifetime learner; love God, family, and students; love to spend time with family, cook & bake, watch/coach/play ball, MHS Lions & StL Cards!"	1/30/14 16:44	5311	14836	TRUE	FALSE
Cathy__Brown	1007	2530	"St. Charles, MO"	https://twitter.com/Cathy__Brown	Veep of #Employment and #Community Services @EasterSealsMW. 🏠 is #stcharles RT’s @brownpatrick8 even though no one on my feed cares about #STEM	5/9/09 15:03	9628	3066	FALSE	FALSE
Elizabeth333	2367	2539	Kekistan	https://twitter.com/Elizabeth333	Lightworker and musician from Elizabeth's Oracle. Reading with love. @Elizabeth333	4/27/08 4:38	8856	72970	FALSE	FALSE
ellieshay91	117	1350		https://twitter.com/ellieshay91		11/29/16 15:24	4900	13285	TRUE	TRUE
jim_feenick	45	1159		https://twitter.com/jim_feenick		10/4/15 16:30	78	7939	TRUE	TRUE
MaryCaswell	1527	3944	"Washington, D.C."	https://twitter.com/MaryCaswell	Mary Caswell “Cassie” Alsfeld | Founder & President @ShorelineStrat | Strategic Partner @TheZoldakAgency | Entrepreneur. Copywriter. Email Marketer | @LSU alum	8/11/11 14:35	15742	17865	FALSE	FALSE
cocochanel1213	9	119	"Chesterfield, MO"	https://twitter.com/cocochanel1213		8/21/16 1:07	8	19	TRUE	FALSE
Stacey29006783	12	30	"Missouri, USA"	https://twitter.com/Stacey29006783	"Teach marketing and entrepreneurship classes at Columbia Career Center and Battle High School in Columbia, MO. Former sales and marketing executive in IT field."	12/13/17 1:45	37	76	TRUE	FALSE
SabasCastellon2	25	1285		https://twitter.com/SabasCastellon2		10/5/18 16:48	2	4	TRUE	TRUE
Tamaralynn212	11453	12500	United States	https://twitter.com/Tamaralynn212	The only thing necessary for the triumph of evil is for good men to do nothing. - Edmund Burke	6/22/14 19:57	173197	86272	FALSE	FALSE
MethuselahsDN	238	761		https://twitter.com/MethuselahsDN	I’m a live & let live kinda person until I get fed up. I’m fed up. 😐	11/6/18 19:40	5923	8232	TRUE	FALSE
HARRISFAULKNER	287909	2491	"New York, Arizona"	https://twitter.com/HARRISFAULKNER	Network News Anchor; 6-time EMMY Award Winning Journalist; Bestselling Author; Wife & Mother https://t.co/Mg3JWnMZxW	12/22/08 19:16	14598	16572	FALSE	FALSE
RobertMElliott1	0	2		https://twitter.com/RobertMElliott1		11/6/18 19:07	3	1	TRUE	TRUE
Jay4Trump	340	575		https://twitter.com/Jay4Trump	"I support our 45th President, President Donald J Trump! #MAGA I fully support our men in blue as well as our fine Military! God bless you and America!"	1/25/10 1:59	3378	3468	FALSE	FALSE
KnorrChase	21	34		https://twitter.com/KnorrChase	|Genesis 27:3| Competitive Golfer	7/27/18 3:38	9	6	TRUE	FALSE
OTwadde	10	15		https://twitter.com/OTwadde		11/6/18 17:09	5	8	TRUE	FALSE
AnchorPatriot	2905	3872		https://twitter.com/AnchorPatriot	#A.N.C.H.O.R. #Conservative #Prolife #MAGA #KAG #Trump2020 #StopTheSteal #Republican #VoteStraightRED #NeverQuit #SaluteVeterans #TwitterTrains🚂🇺🇸🚂🇺🇸🚂🇺🇸🚂#JESUS	10/8/15 20:48	6059	7397	TRUE	FALSE
Della1946	4452	3925		https://twitter.com/Della1946	"I Support Israel,                                     Democrats want us dead                                                       🇺🇸"	6/6/09 19:10	335546	121812	FALSE	FALSE
MCC_Indiana	184	712	"Indiana, USA"	https://twitter.com/MCC_Indiana		2/25/15 13:29	13306	21341	TRUE	FALSE
DumpCuomo	2066	2493	"New York, USA"	https://twitter.com/DumpCuomo	"DC, PT, I can fix HC, (I), #NoSafeAct #2A, #TermLimits, #1A, USMC Dad, Against entitleism; Scam-unism #DUMPCuomo #DivideNY BB: @kirstenpowers @CarleyShimkus"	1/27/12 16:35	56827	35386	FALSE	FALSE
NestorPastore	94818	91256	Man of the world !! IN URUGUAY	https://twitter.com/NestorPastore	"General Manager, male and female football, Consultations by private. Welcome To My Official Twitter....Bienvenidos A Mi Twitter Oficial....."	6/20/10 10:58	4742	24	FALSE	FALSE
iborgesofficial	38	1601		https://twitter.com/iborgesofficial		6/15/12 18:14	273	367	TRUE	FALSE
realMattJAllen	4001	4744		https://twitter.com/realMattJAllen	"""We renew our resolve that America will never be a socialist country."" - President Trump 🇺🇸"	6/24/15 14:17	97725	95095	FALSE	FALSE
DariusSnyder5	338	3854	Liberia	https://twitter.com/DariusSnyder5	I am Darius G.Snyder from West Africa Liberia. A born again Christian and Love friends.	11/3/18 12:48	78	51	TRUE	FALSE
AbsoluteTruthMG	36840	31325		https://twitter.com/AbsoluteTruthMG		9/7/15 20:31	13063	7661	FALSE	FALSE
dontechnologies	80	642	Nigeria	https://twitter.com/dontechnologies	programming	9/28/11 18:12	352	83	TRUE	FALSE
verified	2643209	318725	San Francisco	https://twitter.com/verified	Twitter is working on a new authentication and verification process. Learn more: https://t.co/pJnkJXHSy8	8/7/09 18:41	6	5	FALSE	FALSE
maxmarine	1021	2053	Martinique West-Indies	https://twitter.com/maxmarine	digital era the principle is secular and sovereign therefore he is the space that is revealed when we are done with religious affairs YKUTCZFCFOOKOO	8/19/09 7:58	8807	2209	TRUE	FALSE
mkwelker	33	547		https://twitter.com/mkwelker		10/15/13 14:27	10	1623	TRUE	FALSE
AnwarAnwarovic2	16	790		https://twitter.com/AnwarAnwarovic2		11/6/18 6:36	6	0	TRUE	TRUE
ChristensenKen	782	3523	"Omaha, Nebraska"	https://twitter.com/ChristensenKen		3/28/12 22:12	33058	26346	FALSE	FALSE
bsandberg12345	1	102		https://twitter.com/bsandberg12345		6/21/18 16:43	147	405	TRUE	TRUE
DeepStateExpose	277304	303277	North Of The Wall	https://twitter.com/DeepStateExpose	Bestselling Author | Conservative | Truther | Trumper | Exposing the Deep State | RT'D by POTUS 9X | https://t.co/iQkNZfHUrQ…#WWG1WGA	9/7/15 20:12	50244	28917	TRUE	FALSE
AJSanderson3	203	218	"St Louis, MO"	https://twitter.com/AJSanderson3	Chaminade College Prep ‘18	11/22/15 18:29	1040	11610	TRUE	FALSE
brendan_kragel	450	1244	"California, USA"	https://twitter.com/brendan_kragel	Conservative 🇺🇸 | Christian ✝️ | Constitution | Hockey Guy 🏒| #MAGA 🇺🇸| #MugClub  | Facts don’t care about your feelings	11/4/18 15:58	391	498	TRUE	FALSE
rohltide	3309	4211		https://twitter.com/rohltide	"Wife, mommy, business leader, and shoe lover supporting Trump and conservative values and cheering on the Crimson Tide and Jacksonville Jaguars. #MAGA"	10/5/12 2:41	7497	40629	TRUE	FALSE
PamelaMancuso5	2529	4676	"New York, USA"	https://twitter.com/PamelaMancuso5	"TRUMP PENCE 2020!#MAGA! #KAG! Praise God, thank the Veterans, be grateful!"	8/21/15 2:59	19408	14787	TRUE	FALSE
DeniseAllison66	2305	4282	"Kansas City, MO"	https://twitter.com/DeniseAllison66	*Writer*📝 KCMO#PATRIOT #WWG1WGA 🇺🇸#MAGA 🧱 #2ndAmendment#GodBlessAmerica 🙏🇺🇸#Kimber #9mmFB- Denise Allison#Instagram ⤵️	12/25/10 21:19	13836	23484	TRUE	FALSE
MOEaneHaku	75	856	"Kansas City, Kansas"	https://twitter.com/MOEaneHaku	I DO A LOT OF DIFFERENT STUFF	8/8/16 10:29	30	3	FALSE	FALSE
sinapsis_33	90	267		https://twitter.com/sinapsis_33	"Chaminade '16 - Ole Miss '20 - ""God, Love, Life"" - ""Believe in Love"""	7/22/14 3:38	807	1197	FALSE	FALSE
Webster71693583	184	574		https://twitter.com/Webster71693583	Government & Politics	10/23/17 11:23	12529	10632	TRUE	FALSE
BradleyCooperMO	627	326	"Willard, MO"	https://twitter.com/BradleyCooperMO	15 Years Old | Team @MissouriGOP | Seen on @NRA @BreitbartNews @NRATV @KCStar @stinchfield1776 | @FoxNews Influencer | @tpusa | @prageru	2/14/18 23:59	1610	4218	FALSE	FALSE
CassandraWigand	60	293		https://twitter.com/CassandraWigand	"In reality, the Golden Rule is that those who have the gold, rule."	10/9/18 14:07	189	992	TRUE	FALSE
Totalitarian43	11	194	"Imperial, MO"	https://twitter.com/Totalitarian43	I believe in law enforcement and the men and women who enforce it. First responders are the back bone of this system and are incredible heroes. Thank you.	1/3/17 15:40	10	21	TRUE	FALSE
WDoitt	4	44		https://twitter.com/WDoitt	I am an author and a political commentator. I am a freedom lover and I propose solutions to politicians instead of complaining like everyone else.	11/4/18 23:36	24	1	FALSE	FALSE
CSalsy	348	492		https://twitter.com/CSalsy		4/9/17 13:20	29203	53767	TRUE	FALSE
dbormann69	68	308	"St Louis, MO"	https://twitter.com/dbormann69		1/3/14 21:01	256	2630	TRUE	FALSE
SoBoKevin	1760	3697	"South Baltimore, MD"	https://twitter.com/SoBoKevin	"Founder of @South_BMore where I cover all the news in South Baltimore. Towson alum, O's fan, Ravens fan, beach volleyballer, and amateur pizza chef."	12/31/13 17:26	8385	1564	TRUE	FALSE
Astro72933508	345	3736		https://twitter.com/Astro72933508		9/30/18 19:23	9658	10306	TRUE	TRUE
realSamBalyasny	30	1892	United States	https://twitter.com/realSamBalyasny	"PGH Penguins Fan, Political Commentator for #Trump. Speak #Russian & English! #MAGA #KeepAmericaGreat! #USA #LetsGoPens #GeeBees #TeamGabby #GabbyBarrett #Pens"	12/16/12 3:51	14499	9157	FALSE	FALSE
ChadWil01600032	18	29	"Missouri, USA"	https://twitter.com/ChadWil01600032		7/12/18 4:46	104	157	TRUE	FALSE
WillWoo50583407	0	17		https://twitter.com/WillWoo50583407		11/4/18 2:00	2	0	TRUE	TRUE
CalcagnoWest	12	119	"Moberly, MO"	https://twitter.com/CalcagnoWest	"Passionate about water, community and life! Utility Director for Moberly, Mo"	2/11/18 17:14	2	5	TRUE	TRUE
trevorlair	107	766	"Boston, MA"	https://twitter.com/trevorlair	Proud father and husband —— BC Grad —— #GBR and Chicago Bears fan ——Lost in the desert republican.	5/4/09 14:17	145	203	FALSE	FALSE
D_Rob1989	26	95	"Kansas City, MO"	https://twitter.com/D_Rob1989	Live life to the fullest! Phil. 4:13 I can do all things through Christ who strengthens me.	6/16/18 2:42	32	137	TRUE	FALSE
janet_farmer	141	5000		https://twitter.com/janet_farmer		4/25/14 21:55	3	16	TRUE	TRUE
bsarnold85	90	203	"Missouri, USA"	https://twitter.com/bsarnold85		12/4/13 2:37	1885	5961	TRUE	FALSE
WeatherEbner	1540	989	"Columbia, MO"	https://twitter.com/WeatherEbner	"@BooneCountyFire Firefighter/Paramedic, Recovering TV Meteorologist, BS/MS, #MizzouMade, Huge #STLCards/Mizzou fan, @CFcolumbia trumpet player, Isaiah 6:8"	9/26/11 21:20	41984	4589	FALSE	FALSE
bluesaint24	409	1094	"Great Falls, MT"	https://twitter.com/bluesaint24	"Montanan, Non-Profit Controller, Aspiring Excel Expert."	3/23/09 10:26	1254	9074	FALSE	FALSE
SenScottBrown	72057	9741	"Rye, NH"	https://twitter.com/SenScottBrown	"Husband & fighter for American values overseas in NZ, fmr. US Senator, 3x All-American triathlete, Ret. Col. MDARNG, JA, guitar player. follow @diplodogGracie"	3/26/09 19:02	6049	63	FALSE	FALSE
burn_pit	86	197		https://twitter.com/burn_pit	"Burn Pit Voices Advocates for Military Servicemen, Servicewomen, And Veterans Exposed To Toxic Open-Air Burn Pits In Recent War Zones."	1/27/18 5:13	913	3747	TRUE	FALSE
mbdavolt	154	143		https://twitter.com/mbdavolt	"I have been blessed with an amazing family and friends. Strong Faith and a person with integrity. Stand up for truth even when scary, especially 4 kids"	7/31/13 18:03	708	1230	TRUE	FALSE
tjwp2001	154	1041	"Gladstone, MO"	https://twitter.com/tjwp2001	"2020 OPHS graduate. I want to go into teaching & politics. The North West is the BEST! I am a CLE, & PHI fan. I am a Centrist Libertarian. I love 70-80's music"	11/23/17 22:24	9345	9451	FALSE	FALSE
Peg_C	872	2046	"Newburgh, NY  USA"	https://twitter.com/Peg_C	WWG1WGA! 🇺🇸🇺🇸🇺🇸 I SEE Q PEOPLE #MAGA	9/20/09 0:56	2366	6518	FALSE	FALSE
8canusa8	5	707	CANUSA	https://twitter.com/8canusa8		2/22/18 21:44	1427	10734	FALSE	FALSE
dsheth1480	195	1185	"Los Angeles, CA"	https://twitter.com/dsheth1480		12/28/11 5:27	1895	67	TRUE	FALSE
isupport45	3281	4576	United States	https://twitter.com/isupport45	I love President Trump!! #TRUMPTRAIN #MAGA	7/30/17 4:59	32939	43646	FALSE	FALSE
MagnanimousRed	3935	4659	"Missouri, USA"	https://twitter.com/MagnanimousRed	"Redhead, longhair, satirist, optimist, heathen and country boy with a few guns but a lot of ammo. #USA #MAGA #VoterID #3Stars4GenFlynn"	8/22/14 4:22	1318	818	FALSE	FALSE
OhioWomen4Trump	3010	3043	"Ohio, USA"	https://twitter.com/OhioWomen4Trump	4️⃣5️⃣President Donald J. Trump🚂💨#NFLSUCKS #DeportIllegals #AmericansFirst #DrainTheSwamp #Trump2020 #CNNIsFake👈#MAGA👈 #KAG #NewRepublicans💪#MAGAWall NOW❌	7/8/12 11:04	130536	127759	FALSE	FALSE
royalrroth	142	1588	"washington, dc"	https://twitter.com/royalrroth		10/8/15 19:14	2008	33074	TRUE	FALSE
Arrondale	146	3244		https://twitter.com/Arrondale		3/20/09 10:00	0	3	TRUE	TRUE
g_scog	2768	4987		https://twitter.com/g_scog	#MAGA #NRA#QANON#CHRIST IS LORD	9/2/18 0:53	17015	10189	TRUE	FALSE
jenna_hageman	10	99		https://twitter.com/jenna_hageman		6/28/16 0:02	43	3141	TRUE	FALSE
TwittySchmitty	348	4111	"Kansas City, Mo."	https://twitter.com/TwittySchmitty	Journalist for hire with expertise in copy editing and digital content creation and editing. #MizzouMade Minnesota Twins fan. Voracious music fan.	2/11/10 16:56	322	886	TRUE	FALSE
TDSisaBitch	3	47		https://twitter.com/TDSisaBitch		11/1/18 2:20	258	710	TRUE	FALSE
laurieegipson	2984	2426	"Atlanta, Georgia"	https://twitter.com/laurieegipson	"I believe in God, my family, the Constitution, our military & freedom! I pray for POTUS Trump & 🇺🇸"	5/3/09 0:36	42799	65893	TRUE	FALSE
dakinepelagic	168	2529	"Jefferson City, MO"	https://twitter.com/dakinepelagic	"Husband, Father, Veteran Afghanistan Operation Enduring Freedom Army 230th Engineers Pro Life Conservative #StandForTheFlag #GodBlessAmerica  #TRUMP2020"	9/24/17 16:39	31	13650	FALSE	FALSE
MidwestMomma	203	472	Heartland	https://twitter.com/MidwestMomma	DIY & Home Art Fitness & Wellness Food Health Politics Parenting Fun	8/21/17 21:43	649	9258	TRUE	FALSE
duff_tuff2	53	359	"Albuquerque, NM"	https://twitter.com/duff_tuff2	DON’T TREAD ON ME	12/3/16 6:16	381	1150	TRUE	FALSE
OrigTamstress	267	372		https://twitter.com/OrigTamstress		7/12/18 10:12	11903	12795	TRUE	FALSE
StateoftheArch	3823	4977	"Arnold, Missouri"	https://twitter.com/StateoftheArch	I am a rebel Granny with strong opinions. You will most often find me on my Soapbox! #advocateofwronglyconvicted #WWG1WGA #mypresident #MAGA #Q #Patriot #KAG	4/23/09 17:21	4944	24569	FALSE	FALSE
francescogiani	188	1163	Milano 	https://twitter.com/francescogiani	"Capogruppo della Lega, in Municipio 7 di Milano. Studente alla facoltà di Filosofia #Lega #Milano"	1/26/12 16:07	1916	8973	FALSE	FALSE
mcspadden40	22	137		https://twitter.com/mcspadden40		6/17/13 21:49	15	197	TRUE	FALSE
rachkartman	81	672		https://twitter.com/rachkartman		5/9/12 21:46	1703	9235	TRUE	FALSE
JlkDewi	249	398	ME🇺🇸 Neuchâtel🇨🇭 Bali🇲🇨	https://twitter.com/JlkDewi	из Швейцарии с любовью. #walkaway #renegade #USDeepState #freeAssange #UniNeuchâtel M.Fin. alma mater.	9/2/18 11:09	1152	3584	TRUE	FALSE
TrumpTeaParty1	1371	1971		https://twitter.com/TrumpTeaParty1	Build the wall! No amnesty! Drain the Swamp! Term limits now! MAGA. Don't believe controlled media! Liberalism is a mental disorder 🇺🇸🇺🇸🇺🇸. Trump2020	6/19/17 0:07	6173	8766	TRUE	FALSE
Luvlivz	1884	4723		https://twitter.com/Luvlivz	"LIVE, LOVE, LAUGH! WORLD PEACE!❤LATINO LOVES PRESIDENT TRUMP!!🇺🇸🇺🇸🇺🇸#MAGA"	9/11/09 2:36	5205	15649	TRUE	FALSE
